Title,ID,Country,Year,"Technologies referenced","Technologies referenced id","Technologies used","Technologies used id",Topic,"Topic id",Sentiment,"Sentiment id"
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Emotion recognition",91,Surveillance,52,Intrusive,209
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Facial recognition",7,AI,168,Intimate,100
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Facial recognition",7,AI,168,Intrusive,209
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Facial recognition",7,"Social Media",177,Intimate,100
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Facial recognition",7,"Social Media",177,Intrusive,209
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Facial recognition",7,Surveillance,52,Intimate,100
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Facial recognition",7,Surveillance,52,Intrusive,209
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Image generation",73,AI,168,Intimate,100
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Image generation",73,AI,168,Intrusive,209
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Image generation",73,"Social Media",177,Intimate,100
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Image generation",73,"Social Media",177,Intrusive,209
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Image generation",73,Surveillance,52,Intimate,100
"What the Robot Saw",1545,"United States",2020,"Machine learning",12,"Image generation",73,Surveillance,52,Intrusive,209
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Consciousness,171,Exciting,97
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Consciousness,171,Intimate,100
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Consciousness,171,Wondrous,325
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Identity,169,Exciting,97
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Identity,169,Intimate,100
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Identity,169,Wondrous,325
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Playful,170,Exciting,97
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Playful,170,Intimate,100
(e)motion,1559,Germany,2018,,,"Emotion recognition",91,Playful,170,Wondrous,325
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Consciousness,171,Exciting,97
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Consciousness,171,Intimate,100
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Consciousness,171,Wondrous,325
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Identity,169,Exciting,97
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Identity,169,Intimate,100
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Identity,169,Wondrous,325
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Playful,170,Exciting,97
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Playful,170,Intimate,100
(e)motion,1559,Denmark,2018,,,"Emotion recognition",91,Playful,170,Wondrous,325
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Consciousness,171,Exciting,97
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Consciousness,171,Intimate,100
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Consciousness,171,Wondrous,325
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Identity,169,Exciting,97
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Identity,169,Intimate,100
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Identity,169,Wondrous,325
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Playful,170,Exciting,97
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Playful,170,Intimate,100
(e)motion,1559,Netherlands,2018,,,"Emotion recognition",91,Playful,170,Wondrous,325
"(In)Security Camera",2120,Peru,2003,,,"Facial recognition",7,Surveillance,52,Alien,96
"(In)Security Camera",2120,Peru,2003,,,"Facial recognition",7,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Peru,2003,,,"Facial recognition",7,Surveillance,52,Subversive,210
"(In)Security Camera",2120,Peru,2003,,,"Motion tracking",180,Surveillance,52,Alien,96
"(In)Security Camera",2120,Peru,2003,,,"Motion tracking",180,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Peru,2003,,,"Motion tracking",180,Surveillance,52,Subversive,210
"(In)Security Camera",2120,Peru,2003,,,"Object recognition",15,Surveillance,52,Alien,96
"(In)Security Camera",2120,Peru,2003,,,"Object recognition",15,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Peru,2003,,,"Object recognition",15,Surveillance,52,Subversive,210
"(In)Security Camera",2120,Peru,2003,,,"Surveillance cameras",80,Surveillance,52,Alien,96
"(In)Security Camera",2120,Peru,2003,,,"Surveillance cameras",80,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Peru,2003,,,"Surveillance cameras",80,Surveillance,52,Subversive,210
"(In)Security Camera",2120,Russia,2003,,,"Facial recognition",7,Surveillance,52,Alien,96
"(In)Security Camera",2120,Russia,2003,,,"Facial recognition",7,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Russia,2003,,,"Facial recognition",7,Surveillance,52,Subversive,210
"(In)Security Camera",2120,Russia,2003,,,"Motion tracking",180,Surveillance,52,Alien,96
"(In)Security Camera",2120,Russia,2003,,,"Motion tracking",180,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Russia,2003,,,"Motion tracking",180,Surveillance,52,Subversive,210
"(In)Security Camera",2120,Russia,2003,,,"Object recognition",15,Surveillance,52,Alien,96
"(In)Security Camera",2120,Russia,2003,,,"Object recognition",15,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Russia,2003,,,"Object recognition",15,Surveillance,52,Subversive,210
"(In)Security Camera",2120,Russia,2003,,,"Surveillance cameras",80,Surveillance,52,Alien,96
"(In)Security Camera",2120,Russia,2003,,,"Surveillance cameras",80,Surveillance,52,Flawed,208
"(In)Security Camera",2120,Russia,2003,,,"Surveillance cameras",80,Surveillance,52,Subversive,210
"(In)Security Camera",2120,"United States",2003,,,"Facial recognition",7,Surveillance,52,Alien,96
"(In)Security Camera",2120,"United States",2003,,,"Facial recognition",7,Surveillance,52,Flawed,208
"(In)Security Camera",2120,"United States",2003,,,"Facial recognition",7,Surveillance,52,Subversive,210
"(In)Security Camera",2120,"United States",2003,,,"Motion tracking",180,Surveillance,52,Alien,96
"(In)Security Camera",2120,"United States",2003,,,"Motion tracking",180,Surveillance,52,Flawed,208
"(In)Security Camera",2120,"United States",2003,,,"Motion tracking",180,Surveillance,52,Subversive,210
"(In)Security Camera",2120,"United States",2003,,,"Object recognition",15,Surveillance,52,Alien,96
"(In)Security Camera",2120,"United States",2003,,,"Object recognition",15,Surveillance,52,Flawed,208
"(In)Security Camera",2120,"United States",2003,,,"Object recognition",15,Surveillance,52,Subversive,210
"(In)Security Camera",2120,"United States",2003,,,"Surveillance cameras",80,Surveillance,52,Alien,96
"(In)Security Camera",2120,"United States",2003,,,"Surveillance cameras",80,Surveillance,52,Flawed,208
"(In)Security Camera",2120,"United States",2003,,,"Surveillance cameras",80,Surveillance,52,Subversive,210
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,AI,168,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,AI,168,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,AI,168,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,AI,168,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Consciousness,171,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Consciousness,171,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Consciousness,171,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Consciousness,171,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,"Free will",163,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,"Free will",163,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,"Free will",163,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,"Free will",163,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Identity,169,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Identity,169,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Identity,169,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Identity,169,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Nature,175,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Nature,175,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Nature,175,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"AI (General Purpose Artificial Intelligence)",152,,,Nature,175,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,AI,168,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,AI,168,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,AI,168,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,AI,168,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Consciousness,171,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Consciousness,171,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Consciousness,171,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Consciousness,171,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,"Free will",163,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,"Free will",163,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,"Free will",163,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,"Free will",163,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Identity,169,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Identity,169,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Identity,169,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Identity,169,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Nature,175,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Nature,175,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Nature,175,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Drones (UAV)",79,,,Nature,175,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,AI,168,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,AI,168,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,AI,168,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,AI,168,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Consciousness,171,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Consciousness,171,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Consciousness,171,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Consciousness,171,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,"Free will",163,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,"Free will",163,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,"Free will",163,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,"Free will",163,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Identity,169,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Identity,169,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Identity,169,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Identity,169,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Nature,175,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Nature,175,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Nature,175,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Facial recognition",7,,,Nature,175,Protective,317
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,AI,168,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,AI,168,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,AI,168,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,AI,168,Protective,317
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Consciousness,171,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Consciousness,171,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Consciousness,171,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Consciousness,171,Protective,317
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,"Free will",163,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,"Free will",163,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,"Free will",163,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,"Free will",163,Protective,317
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Identity,169,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Identity,169,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Identity,169,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Identity,169,Protective,317
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Nature,175,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Nature,175,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Nature,175,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,Holograms,1339,,,Nature,175,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,AI,168,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,AI,168,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,AI,168,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,AI,168,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Consciousness,171,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Consciousness,171,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Consciousness,171,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Consciousness,171,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,"Free will",163,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,"Free will",163,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,"Free will",163,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,"Free will",163,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Identity,169,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Identity,169,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Identity,169,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Identity,169,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Nature,175,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Nature,175,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Nature,175,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Image generation",73,,,Nature,175,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,AI,168,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,AI,168,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,AI,168,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,AI,168,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Consciousness,171,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Consciousness,171,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Consciousness,171,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Consciousness,171,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,"Free will",163,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,"Free will",163,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,"Free will",163,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,"Free will",163,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Identity,169,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Identity,169,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Identity,169,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Identity,169,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Nature,175,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Nature,175,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Nature,175,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Surveillance cameras",80,,,Nature,175,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,AI,168,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,AI,168,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,AI,168,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,AI,168,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,Consciousness,171,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,Consciousness,171,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,Consciousness,171,Oppressive,107
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,Consciousness,171,Protective,317
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,"Free will",163,Helpful,98
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,"Free will",163,Intrusive,209
"... som duften av en drøm...",1982,Norway,2020,"Virtual reality",147,,,"Free will",163,Oppressive,107
